iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sat, 26 Aug 2023 16:27:11 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 43072 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   134 MBytes  1121231 Kbits/sec  1086    645 KBytes       
[  4]  37.00-38.00  sec  6.25 MBytes  52408 Kbits/sec   15    322 KBytes       
[  4]  38.00-39.00  sec  6.25 MBytes  52432 Kbits/sec   66    625 KBytes       
[  4]  39.00-40.00  sec  5.00 MBytes  41934 Kbits/sec   38    619 KBytes       
[  4]  40.00-41.00  sec  6.25 MBytes  52438 Kbits/sec   25    625 KBytes       
[  4]  41.00-42.00  sec  5.00 MBytes  41941 Kbits/sec   10    628 KBytes       
[  4]  42.00-43.00  sec  6.25 MBytes  52433 Kbits/sec   20    304 KBytes       
[  4]  43.00-44.00  sec  5.00 MBytes  41933 Kbits/sec   18    625 KBytes       
[  4]  44.00-45.00  sec  6.25 MBytes  52438 Kbits/sec   23    305 KBytes       
[  4]  45.00-46.00  sec  5.00 MBytes  41937 Kbits/sec   20    625 KBytes       
[  4]  46.00-47.00  sec  5.00 MBytes  41952 Kbits/sec   13    625 KBytes       
[  4]  47.00-48.00  sec  5.00 MBytes  41935 Kbits/sec   20    628 KBytes       
[  4]  48.00-49.00  sec  5.00 MBytes  41953 Kbits/sec   23    322 KBytes       
[  4]  49.00-50.00  sec  6.25 MBytes  52421 Kbits/sec   23    625 KBytes       
[  4]  50.00-51.00  sec  6.25 MBytes  52431 Kbits/sec   10    619 KBytes       
[  4]  51.00-52.00  sec  5.00 MBytes  41940 Kbits/sec   20    628 KBytes       
[  4]  52.00-53.00  sec  6.25 MBytes  52435 Kbits/sec   24    634 KBytes       
[  4]  53.00-54.00  sec  5.00 MBytes  41938 Kbits/sec   72    628 KBytes       
[  4]  54.00-55.00  sec  6.25 MBytes  52430 Kbits/sec   15    628 KBytes       
[  4]  55.00-56.00  sec  6.25 MBytes  52437 Kbits/sec   53    628 KBytes       
[  4]  56.00-57.00  sec  5.00 MBytes  41943 Kbits/sec   65    625 KBytes       
[  4]  57.00-58.00  sec  6.25 MBytes  52425 Kbits/sec  102    308 KBytes       
[  4]  58.00-59.00  sec  5.00 MBytes  41935 Kbits/sec   45    628 KBytes       
[  4]  59.00-60.00  sec  6.25 MBytes  52439 Kbits/sec   20    619 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
Test Complete. Summary Results:
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec   466 MBytes  65186 Kbits/sec  3239             sender
[  4]   0.00-60.00  sec   334 MBytes  46645 Kbits/sec                  receiver
CPU Utilization: local/sender 0.4% (0.1%u/0.3%s), remote/receiver 6.5% (1.1%u/5.4%s)

iperf Done.
